id,Student_id,Stream,Course_year,Campus
,24894020,ING3,2013/2014,CERGY
,24894020,ING3,2013/2014,CERGY
,12095833,UCPMF2,2013/2014,CERGY
,12095833,IFI,2013/2014,CERGY
,27898414,MOBM2,2013/2014,CERGY
,27898414,IFI,2013/2014,CERGY
,44470563,ING3,2013/2014,CERGY
,44470563,ING3,2013/2014,CERGY
,43365586,ING3,2013/2014,CERGY
,43365586,ING3,2013/2014,CERGY
,88549710,ICOM,2013/2014,CERGY
,88549710,ING3,2013/2014,CERGY
,34752873,ING3,2013/2014,CERGY
,34752873,ING3,2013/2014,CERGY
,93409573,ING1,2013/2014,CERGY
,93409573,ING2,2013/2014,CERGY
,79630166,ING3,2013/2014,CERGY
,79630166,ING3,2013/2014,CERGY
,32669521,ING3,2013/2014,CERGY
,32669521,ING3,2013/2014,CERGY
,9915108,ING3,2013/2014,CERGY
,9915108,ING3,2013/2014,CERGY
,39801686,GL,2013/2014,CERGY
,39801686,ING3,2013/2014,CERGY
,5168421,ING3,2013/2014,CERGY
,5168421,ING3,2013/2014,CERGY
,61589853,ING3,2013/2014,CERGY
,61589853,ING3,2013/2014,CERGY
,77425430,ICOM,2013/2014,CERGY
,77425430,ING3,2013/2014,CERGY
,5536975,GEM3,2013/2014,CERGY
,34295493,VISUAL,2013/2014,CERGY
,34295493,ING3,2013/2014,CERGY
,81740761,GEM3,2013/2014,CERGY
,77793058,VISUAL,2013/2014,CERGY
,77793058,ING3,2013/2014,CERGY
,72414199,GEM3,2013/2014,CERGY
,36697115,GEM3,2013/2014,CERGY
,95707374,MASEF,2013/2014,CERGY
,95707374,IFI,2013/2014,CERGY
,81243588,M104F,2013/2014,CERGY
,81243588,IFI,2013/2014,CERGY
,49737162,M104F,2013/2014,CERGY
,49737162,IFI,2013/2014,CERGY
,61167532,ING3,2013/2014,CERGY
,61167532,ING3,2013/2014,CERGY
,48654061,ING3,2013/2014,CERGY
,48654061,ING3,2013/2014,CERGY
,33066324,HCONV2,2013/2014,CERGY
,33066324,IFI,2013/2014,CERGY
,2398069,ING3,2013/2014,CERGY
,2398069,ING3,2013/2014,CERGY
,71970376,ICOM,2013/2014,CERGY
,71970376,ING3,2013/2014,CERGY
,23126520,MOBM2,2013/2014,CERGY
,23126520,GL,2013/2014,CERGY
,23126520,ING3,2013/2014,CERGY
,79967958,UCPMF2,2013/2014,CERGY
,79967958,IFI,2013/2014,CERGY
,52288101,GEM3,2013/2014,CERGY
,14216442,GEM3,2013/2014,CERGY
,14216442,VISUAL,2013/2014,CERGY
,45738081,GEM3,2013/2014,CERGY
,63877325,UCPMF2,2013/2014,CERGY
,63877325,IFI,2013/2014,CERGY
,63895601,MOBM2,2013/2014,CERGY
,63895601,ING3,2013/2014,CERGY
,63895601,ING3,2013/2014,CERGY
,11744507,ING2,2013/2014,CERGY
,11744507,ING2,2013/2014,CERGY
,38792774,GEM3,2013/2014,CERGY
,38792774,ING3,2013/2014,CERGY
,81559940,GEM3,2013/2014,CERGY
,36649486,ING3,2013/2014,CERGY
,36649486,ING3,2013/2014,CERGY
,28150011,ICOM,2013/2014,CERGY
,28150011,ING3,2013/2014,CERGY
,12964526,M104F,2013/2014,CERGY
,12964526,IFI,2013/2014,CERGY
,70327762,MIAGE-IF (IFI),2013/2014,CERGY
,70327762,IFI,2013/2014,CERGY
,13050443,VISUAL,2013/2014,CERGY
,13050443,ING3,2013/2014,CERGY
,68136584,ING3,2013/2014,CERGY
,68136584,ING3,2013/2014,CERGY
,99968304,ING3,2013/2014,CERGY
,99968304,ING3,2013/2014,CERGY
,50635736,ING2,2013/2014,CERGY
,50635736,ING2,2013/2014,CERGY
,76000061,ING3,2013/2014,CERGY
,76000061,ING3,2013/2014,CERGY
,65982873,GEM3,2013/2014,CERGY
,65982873,ING3,2013/2014,CERGY
,57446777,ING2,2013/2014,CERGY
,57446777,ING1,2013/2014,CERGY
,57446777,ING2,2013/2014,CERGY
,69499501,ING3,2013/2014,CERGY
,69499501,ING3,2013/2014,CERGY
,5168483,ING3,2013/2014,CERGY
,5168483,ING3,2013/2014,CERGY
,67593852,ING3,2013/2014,CERGY
,67593852,ING3,2013/2014,CERGY
,91333934,GL,2013/2014,CERGY
,91333934,ING3,2013/2014,CERGY
,1573527,MASEF,2013/2014,CERGY
,1573527,IFI,2013/2014,CERGY
,68030335,ICOM,2013/2014,CERGY
,68030335,ING3,2013/2014,CERGY
,64631886,UCPMF2,2013/2014,CERGY
,64631886,IFI,2013/2014,CERGY
,41180769,VISUAL,2013/2014,CERGY
,41180769,ING3,2013/2014,CERGY
,22424085,ING2,2013/2014,CERGY
,22424085,ING2,2013/2014,CERGY
,22424085,ING1,2013/2014,CERGY
,22424085,ING2,2013/2014,CERGY
,90202423,UCPMF2,2013/2014,CERGY
,90202423,IFI,2013/2014,CERGY
,3905885,ING3,2013/2014,CERGY
,3905885,ING2,2013/2014,CERGY
,12792454,M104F,2013/2014,CERGY
,12792454,IFI,2013/2014,CERGY
,21076334,UCPMF2,2013/2014,CERGY
,21076334,IFI,2013/2014,CERGY
,22140823,GL,2013/2014,CERGY
,22140823,ING3,2013/2014,CERGY
,10758505,ICOM,2013/2014,CERGY
,10758505,ING3,2013/2014,CERGY
,29617699,ING3,2013/2014,CERGY
,29617699,ING3,2013/2014,CERGY
,17392183,UCPMF2,2013/2014,CERGY
,17392183,IFI,2013/2014,CERGY
,39230323,ISF,2013/2014,CERGY
,39230323,IFI,2013/2014,CERGY
,98682190,ING3,2013/2014,CERGY
,98682190,ING2,2013/2014,CERGY
,39354324,VISUAL,2013/2014,CERGY
,39354324,ING3,2013/2014,CERGY
,70244832,VISUAL,2013/2014,CERGY
,70244832,ING3,2013/2014,CERGY
,30089914,ING3,2013/2014,CERGY
,74867843,ING3,2013/2014,CERGY
,74867843,ING3,2013/2014,CERGY
,93747017,UCPMF2,2013/2014,CERGY
,93747017,IFI,2013/2014,CERGY
,54801082,ICOM,2013/2014,CERGY
,54801082,ING3,2013/2014,CERGY
,97265512,ING3,2013/2014,CERGY
,97265512,ING3,2013/2014,CERGY
,10537852,ING3,2013/2014,CERGY
,10537852,ING3,2013/2014,CERGY
,3663965,MOBM2,2013/2014,CERGY
,3663965,ING3,2013/2014,CERGY
,3663965,ING3,2013/2014,CERGY
,37625665,ICC,2013/2014,PAU
,37625665,ING3,2013/2014,PAU
,97371706,IFI,2013/2014,CERGY
,2896080,ICC,2013/2014,PAU
,2896080,ING3,2013/2014,PAU
,13257793,ING3,2013/2014,CERGY
,13257793,ING3,2013/2014,CERGY
,75389018,ICOM,2013/2014,CERGY
,75389018,ING3,2013/2014,CERGY
,11560326,VISUAL,2013/2014,CERGY
,11560326,ING3,2013/2014,CERGY
,23399881,VISUAL,2013/2014,CERGY
,47494560,ICOM,2013/2014,CERGY
,47494560,ING3,2013/2014,CERGY
,28925859,ICOM,2013/2014,CERGY
,28925859,ING3,2013/2014,CERGY
,97436483,ING3,2013/2014,CERGY
,97436483,ING3,2013/2014,CERGY
,47584892,ISF,2013/2014,CERGY
,47584892,IFI,2013/2014,CERGY
,15003380,MOBM2,2013/2014,CERGY
,40138481,ING3,2013/2014,CERGY
,40138481,ING3,2013/2014,CERGY
,79363024,ING3,2013/2014,CERGY
,79363024,ING3,2013/2014,CERGY
,49229790,ING3,2013/2014,CERGY
,49229790,ING3,2013/2014,CERGY
,20910792,M104F,2013/2014,CERGY
,20910792,IFI,2013/2014,CERGY
,97406623,VISUAL,2013/2014,CERGY
,97406623,ING3,2013/2014,CERGY
,95705442,ICOM,2013/2014,CERGY
,95705442,ING3,2013/2014,CERGY
,68534784,ICOM,2013/2014,CERGY
,68534784,ING3,2013/2014,CERGY
,71590786,ICOM,2013/2014,CERGY
,71590786,ING3,2013/2014,CERGY
,53273025,ING3,2013/2014,CERGY
,53273025,ING3,2013/2014,CERGY
,91095356,ING2,2013/2014,PAU
,91095356,ING1,2013/2014,PAU
,91095356,ING2,2013/2014,PAU
,37138364,ING2,2013/2014,PAU
,37138364,ING1,2013/2014,PAU
,37138364,ING2,2013/2014,PAU
,63436295,ING2,2013/2014,PAU
,63436295,ING1,2013/2014,PAU
,63436295,ING2,2013/2014,PAU
,50052239,ING2,2013/2014,CERGY
,50052239,ING1,2013/2014,CERGY
,50052239,ING2,2013/2014,CERGY
,68329964,ING2,2013/2014,CERGY
,68329964,ING1,2013/2014,CERGY
,68329964,ING2,2013/2014,CERGY
,57357562,IO-DECISION,2013/2014,CERGY
,57357562,ING1,2013/2014,CERGY
,57357562,ING2,2013/2014,CERGY
,36301321,ING2,2013/2014,CERGY
,36301321,ING1,2013/2014,CERGY
,36301321,ING2,2013/2014,CERGY
,12787054,ING2,2013/2014,CERGY
,12787054,ING1,2013/2014,CERGY
,12787054,ING2,2013/2014,CERGY
,84496359,ING2,2013/2014,PAU
,84496359,ING1,2013/2014,PAU
,84496359,ING2,2013/2014,PAU
,63204261,ING2,2013/2014,PAU
,63204261,ING1,2013/2014,PAU
,63204261,ING2,2013/2014,PAU
,41356418,ING2,2013/2014,PAU
,41356418,ING1,2013/2014,PAU
,41356418,ING2,2013/2014,PAU
,58469666,ING2,2013/2014,PAU
,58469666,ING1,2013/2014,PAU
,58469666,ING2,2013/2014,PAU
,64085807,ING2,2013/2014,PAU
,64085807,ING1,2013/2014,PAU
,64085807,ING2,2013/2014,PAU
,52462999,ING2,2013/2014,PAU
,52462999,ING1,2013/2014,PAU
,52462999,ING2,2013/2014,PAU
,31329224,ING2,2013/2014,CERGY
,31329224,ING1,2013/2014,CERGY
,31329224,ING2,2013/2014,CERGY
,13569275,ING2,2013/2014,PAU
,13569275,ING1,2013/2014,PAU
,13569275,ING2,2013/2014,PAU
,6600289,MMD-MA,2013/2014,CERGY
,6600289,ING3,2013/2014,CERGY
,6600289,ING2,2013/2014,CERGY
,12710908,ING2,2013/2014,CERGY
,12710908,ING1,2013/2014,CERGY
,12710908,ING2,2013/2014,CERGY
,58737656,ING2,2013/2014,CERGY
,58737656,ING1,2013/2014,CERGY
,58737656,ING2,2013/2014,CERGY
,12415279,ING2,2013/2014,PAU
,12415279,ING1,2013/2014,PAU
,12415279,ING2,2013/2014,PAU
,64992728,ING3,2013/2014,CERGY
,64992728,ING2,2013/2014,CERGY
,64992728,ING1,2013/2014,CERGY
,64992728,ING2,2013/2014,CERGY
,26800233,ING2,2013/2014,CERGY
,26800233,ING1,2013/2014,CERGY
,26800233,ING2,2013/2014,CERGY
,4710912,ING3,2013/2014,CERGY
,4710912,ING2,2013/2014,CERGY
,56811553,ING2,2013/2014,CERGY
,56811553,ING1,2013/2014,CERGY
,56811553,ING2,2013/2014,CERGY
,2979888,MMD-MA,2013/2014,CERGY
,2979888,ING3,2013/2014,CERGY
,2979888,ING2,2013/2014,CERGY
,51723065,ING2,2013/2014,CERGY
,51723065,ING1,2013/2014,CERGY
,51723065,ING2,2013/2014,CERGY
,87515523,ING2,2013/2014,CERGY
,87515523,ING1,2013/2014,CERGY
,87515523,ING2,2013/2014,CERGY
,73885760,ING2,2013/2014,CERGY
,73885760,ING2,2013/2014,CERGY
,65362373,ING2,2013/2014,CERGY
,65362373,ING1,2013/2014,CERGY
,65362373,ING2,2013/2014,CERGY
,66836480,ING3,2013/2014,CERGY
,66836480,ING2,2013/2014,CERGY
,98444986,ING2,2013/2014,CERGY
,98444986,ING1,2013/2014,CERGY
,98444986,ING2,2013/2014,CERGY
,93897382,ING2,2013/2014,PAU
,93897382,ING1,2013/2014,PAU
,93897382,ING2,2013/2014,PAU
,85145976,ING2,2013/2014,CERGY
,85145976,ING2,2013/2014,CERGY
,17236045,ING2,2013/2014,CERGY
,17236045,ING1,2013/2014,CERGY
,17236045,ING2,2013/2014,CERGY
,10398035,ING2,2013/2014,CERGY
,10398035,ING1,2013/2014,CERGY
,10398035,ING2,2013/2014,CERGY
,55279109,ING2,2013/2014,CERGY
,55279109,ING1,2013/2014,CERGY
,55279109,ING2,2013/2014,CERGY
,21881858,ING2,2013/2014,PAU
,21881858,ING1,2013/2014,PAU
,21881858,ING2,2013/2014,PAU
,35709822,ING2,2013/2014,PAU
,35709822,ING1,2013/2014,PAU
,35709822,ING2,2013/2014,PAU
,49965766,ING2,2013/2014,PAU
,49965766,ING1,2013/2014,PAU
,49965766,ING2,2013/2014,PAU
,74849485,ING2,2013/2014,CERGY
,74849485,ING1,2013/2014,CERGY
,74849485,ING2,2013/2014,CERGY
,78742985,ING2,2013/2014,PAU
,78742985,ING1,2013/2014,PAU
,78742985,ING2,2013/2014,PAU
,98227765,ING2,2013/2014,CERGY
,98227765,ING1,2013/2014,CERGY
,98227765,ING2,2013/2014,CERGY
,67289196,ING2,2013/2014,CERGY
,67289196,ING2,2013/2014,CERGY
,90275118,MAIN,2013/2014,CERGY
,90275118,ING1,2013/2014,CERGY
,27542452,ING2,2013/2014,CERGY
,27542452,ING1,2013/2014,CERGY
,27542452,ING2,2013/2014,CERGY
,24272561,ING2,2013/2014,CERGY
,24272561,ING1,2013/2014,CERGY
,24272561,ING2,2013/2014,CERGY
,90362808,MAIN,2013/2014,CERGY
,90362808,ING1,2013/2014,CERGY
,28512078,ING2,2013/2014,CERGY
,28512078,ING1,2013/2014,CERGY
,28512078,ING2,2013/2014,CERGY
,34806245,ING2,2013/2014,CERGY
,34806245,ING1,2013/2014,CERGY
,34806245,ING2,2013/2014,CERGY
,16430387,ING2,2013/2014,CERGY
,16430387,ING1,2013/2014,CERGY
,16430387,ING2,2013/2014,CERGY
,2133020,ING2,2013/2014,CERGY
,2133020,ING1,2013/2014,CERGY
,2133020,ING2,2013/2014,CERGY
,16105376,ING2,2013/2014,CERGY
,16105376,ING1,2013/2014,CERGY
,16105376,ING2,2013/2014,CERGY
,26786847,ING2,2013/2014,CERGY
,26786847,ING1,2013/2014,CERGY
,26786847,ING2,2013/2014,CERGY
,83909204,ING2,2013/2014,CERGY
,83909204,ING1,2013/2014,CERGY
,83909204,ING2,2013/2014,CERGY
,65599863,ING2,2013/2014,CERGY
,65599863,ING1,2013/2014,CERGY
,65599863,ING2,2013/2014,CERGY
,51563344,ING2,2013/2014,CERGY
,51563344,ING1,2013/2014,CERGY
,51563344,ING2,2013/2014,CERGY
,96891742,MMD-MA,2013/2014,CERGY
,96891742,ING3,2013/2014,CERGY
,96891742,ING2,2013/2014,CERGY
,57190610,ING2,2013/2014,CERGY
,57190610,ING1,2013/2014,CERGY
,57190610,ING2,2013/2014,CERGY
,51142455,ING2,2013/2014,CERGY
,51142455,ING1,2013/2014,CERGY
,51142455,ING2,2013/2014,CERGY
,83736340,ING3,2013/2014,CERGY
,83736340,ING2,2013/2014,CERGY
,62257254,ING2,2013/2014,CERGY
,62257254,ING1,2013/2014,CERGY
,62257254,ING2,2013/2014,CERGY
,50333717,ING2,2013/2014,CERGY
,50333717,ING1,2013/2014,CERGY
,50333717,ING2,2013/2014,CERGY
,72229209,ING3,2013/2014,CERGY
,72229209,ING2,2013/2014,CERGY
,31842320,VISUAL,2013/2014,CERGY
,31842320,ING3,2013/2014,CERGY
,79486418,GEM3,2013/2014,CERGY
,34322838,GL,2013/2014,CERGY
,34322838,ING3,2013/2014,CERGY
,18448059,ING3,2013/2014,CERGY
,18448059,ING3,2013/2014,CERGY
,3299578,ICOM,2013/2014,CERGY
,3299578,ING3,2013/2014,CERGY
,35758886,ING3,2013/2014,CERGY
,35758886,ING1,2013/2014,CERGY
,35758886,ING2,2013/2014,CERGY
,58967205,ING2,2013/2014,CERGY
,58967205,ING1,2013/2014,CERGY
,58967205,ING2,2013/2014,CERGY
,93874815,ING2,2013/2014,CERGY
,93874815,ING2,2013/2014,CERGY
,49569733,ING2,2013/2014,CERGY
,49569733,ING1,2013/2014,CERGY
,49569733,ING2,2013/2014,CERGY
,15504377,ING2,2013/2014,CERGY
,15504377,ING2,2013/2014,CERGY
,15504377,ING1,2013/2014,CERGY
,15504377,ING2,2013/2014,CERGY
,85056430,ING3,2013/2014,CERGY
,85056430,ING2,2013/2014,CERGY
,20631672,ING2,2013/2014,CERGY
,20631672,ING1,2013/2014,CERGY
,20631672,ING2,2013/2014,CERGY
,51524550,ICC,2013/2014,PAU
,51524550,ING3,2013/2014,PAU
,72629228,ING3,2013/2014,CERGY
,72629228,ING3,2013/2014,CERGY
,33844365,ING3,2013/2014,CERGY
,33844365,ING3,2013/2014,CERGY
,95157983,ING3,2013/2014,CERGY
,95157983,ING3,2013/2014,CERGY
,76726828,ING2,2013/2014,CERGY
,76726828,ING1,2013/2014,CERGY
,76726828,ING2,2013/2014,CERGY
,50733755,VISUAL,2013/2014,CERGY
,50733755,ING3,2013/2014,CERGY
,7036297,IERP,2013/2014,PAU
,7036297,ING3,2013/2014,PAU
,11317939,ING3,2013/2014,CERGY
,11317939,ING3,2013/2014,CERGY
,16020973,IERP,2013/2014,PAU
,16020973,ING3,2013/2014,PAU
,8450091,ICC,2013/2014,PAU
,8450091,ING3,2013/2014,PAU
,63865418,GL,2013/2014,CERGY
,63865418,ING3,2013/2014,CERGY
,23791010,ING3,2013/2014,PAU
,23791010,ING3,2013/2014,PAU
,40591040,ICC,2013/2014,PAU
,40591040,ING3,2013/2014,PAU
,21556809,ISF,2013/2014,CERGY
,21556809,IFI,2013/2014,CERGY
,84290372,ICC,2013/2014,PAU
,84290372,ING3,2013/2014,PAU
,79226974,ING3,2013/2014,CERGY
,79226974,ING3,2013/2014,CERGY
,77845790,IERP,2013/2014,PAU
,77845790,ING3,2013/2014,PAU
,55756674,IERP,2013/2014,PAU
,55756674,ING3,2013/2014,PAU
,87396673,ICC,2013/2014,PAU
,87396673,ING3,2013/2014,PAU
,86445763,ING3,2013/2014,PAU
,26073837,ING3,2013/2014,CERGY
,26073837,ING3,2013/2014,CERGY
,1762724,ING2,2013/2014,CERGY
,1762724,ING2,2013/2014,CERGY
,57728198,ISF,2013/2014,CERGY
,57728198,IFI,2013/2014,CERGY
,69957184,VISUAL,2013/2014,CERGY
,69957184,ING3,2013/2014,CERGY
,20088510,ICOM,2013/2014,CERGY
,20088510,ING3,2013/2014,CERGY
,1913447,ING3,2013/2014,CERGY
,1913447,ING3,2013/2014,CERGY
,63795255,ING3,2013/2014,CERGY
,63795255,ING3,2013/2014,CERGY
,50280376,MOBM2,2013/2014,CERGY
,50280376,IFI,2013/2014,CERGY
,73452298,ICC,2013/2014,PAU
,73452298,ING3,2013/2014,PAU
,61196811,ICC,2013/2014,PAU
,61196811,ING3,2013/2014,PAU
,58399899,VISUAL,2013/2014,CERGY
,58399899,ING3,2013/2014,CERGY
,15601836,ICC,2013/2014,PAU
,15601836,ING3,2013/2014,PAU
,70919057,ICC,2013/2014,PAU
,70919057,ING3,2013/2014,PAU
,77403497,ICOM,2013/2014,CERGY
,77403497,ING3,2013/2014,CERGY
,96272095,ING3,2013/2014,CERGY
,96272095,ING3,2013/2014,CERGY
,72455973,ICOM,2013/2014,CERGY
,72455973,ING3,2013/2014,CERGY
,68181059,M104F,2013/2014,CERGY
,68181059,IFI,2013/2014,CERGY
,64016513,ICOM,2013/2014,CERGY
,64016513,ING3,2013/2014,CERGY
,80291058,HCONV2,2013/2014,CERGY
,80291058,ING3,2013/2014,CERGY
,80291058,ING3,2013/2014,CERGY
,51103854,ING3,2013/2014,CERGY
,51103854,ING3,2013/2014,CERGY
,90251513,ING3,2013/2014,CERGY
,90251513,ING3,2013/2014,CERGY
,93332533,IERP,2013/2014,PAU
,93332533,ING3,2013/2014,PAU
,60241404,IERP,2013/2014,PAU
,60241404,ING3,2013/2014,PAU
,4065584,ING3,2013/2014,CERGY
,4065584,ING1,2013/2014,CERGY
,4065584,ING2,2013/2014,CERGY
,71268461,HCONV2,2013/2014,CERGY
,71268461,IFI,2013/2014,CERGY
,75340666,ACTUARIAT,2013/2014,CERGY
,75340666,IFI,2013/2014,CERGY
,63057229,ICOM,2013/2014,CERGY
,63057229,ING3,2013/2014,CERGY
,81951347,UCPMF2,2013/2014,CERGY
,81951347,IFI,2013/2014,CERGY
,70364744,ICOM,2013/2014,CERGY
,70364744,ING3,2013/2014,CERGY
,31228341,ING3,2013/2014,CERGY
,31228341,ING3,2013/2014,CERGY
,22645240,ING3,2013/2014,CERGY
,22645240,ING3,2013/2014,CERGY
,98952015,ING3,2013/2014,CERGY
,98952015,ING3,2013/2014,CERGY
,29946447,ICOM,2013/2014,CERGY
,29946447,ING3,2013/2014,CERGY
,95812007,ING3,2013/2014,CERGY
,95812007,ING3,2013/2014,CERGY
,26678497,IERP,2013/2014,PAU
,26678497,ING3,2013/2014,PAU
,40114350,IERP,2013/2014,PAU
,40114350,ING3,2013/2014,PAU
,43536390,ING3,2013/2014,PAU
,43536390,ING3,2013/2014,PAU
,7387352,ING3,2013/2014,CERGY
,7387352,ING3,2013/2014,CERGY
,37567651,HCONV2,2013/2014,CERGY
,37567651,IFI,2013/2014,CERGY
,14002659,ICC,2013/2014,PAU
,14002659,ING3,2013/2014,PAU
,70370961,ICOM,2013/2014,CERGY
,70370961,ING3,2013/2014,CERGY
,52232940,ING3,2013/2014,CERGY
,52232940,ING3,2013/2014,CERGY
,99216575,ING3,2013/2014,CERGY
,99216575,ING2,2013/2014,CERGY
,67644379,ICOM,2013/2014,CERGY
,67644379,ING3,2013/2014,CERGY
,77454968,UCPMF2,2013/2014,CERGY
,77454968,IFI,2013/2014,CERGY
,98735995,ING3,2013/2014,CERGY
,98735995,ING3,2013/2014,CERGY
,57292342,ICOM,2013/2014,CERGY
,57292342,ING3,2013/2014,CERGY
,73189045,MASEF,2013/2014,CERGY
,73189045,IFI,2013/2014,CERGY
,76666668,ING3,2013/2014,CERGY
,76666668,ING3,2013/2014,CERGY
,41043984,ING3,2013/2014,CERGY
,41043984,ING3,2013/2014,CERGY
,88874644,UCPMF2,2013/2014,CERGY
,88874644,IFI,2013/2014,CERGY
,50679565,ING3,2013/2014,CERGY
,50679565,ING3,2013/2014,CERGY
,57616360,ING2,2013/2014,CERGY
,57616360,ING1,2013/2014,CERGY
,57616360,ING2,2013/2014,CERGY
,46772725,ICOM,2013/2014,CERGY
,46772725,ING3,2013/2014,CERGY
,54151671,ING3,2013/2014,CERGY
,54151671,ING3,2013/2014,CERGY
,36453918,HCONV2,2013/2014,CERGY
,36453918,IFI,2013/2014,CERGY
,9673876,ICC,2013/2014,PAU
,9673876,ING3,2013/2014,PAU
,96401183,ACTUARIAT,2013/2014,CERGY
,96401183,IFI,2013/2014,CERGY
,88685845,ICC,2013/2014,PAU
,88685845,ING3,2013/2014,PAU
,78900328,ING3,2013/2014,CERGY
,78900328,ING3,2013/2014,CERGY
,9156077,ING3,2013/2014,CERGY
,9156077,ING2,2013/2014,CERGY
,97051814,ING3,2013/2014,CERGY
,97051814,ING3,2013/2014,CERGY
,56676228,ING3,2013/2014,CERGY
,56676228,ING3,2013/2014,CERGY
,94097641,ING3,2013/2014,CERGY
,94097641,ING3,2013/2014,CERGY
,4883594,ING3,2013/2014,CERGY
,4883594,ING3,2013/2014,CERGY
,36237897,ICC,2013/2014,PAU
,36237897,ING3,2013/2014,PAU
,80502585,ING3,2013/2014,CERGY
,80502585,ING3,2013/2014,CERGY
,75557434,ING3,2013/2014,CERGY
,75557434,ING3,2013/2014,CERGY
,18378716,ICC,2013/2014,PAU
,18378716,ING3,2013/2014,PAU
,58960151,IERP,2013/2014,PAU
,58960151,ING3,2013/2014,PAU
,290615,UCPMF2,2013/2014,CERGY
,290615,IFI,2013/2014,CERGY
,50933998,ING2,2013/2014,CERGY
,50933998,ING2,2013/2014,CERGY
,85953205,ICOM,2013/2014,CERGY
,85953205,ING3,2013/2014,CERGY
,25015190,ING3,2013/2014,CERGY
,25015190,ING3,2013/2014,CERGY
,53601324,ING3,2013/2014,CERGY
,53601324,ING3,2013/2014,CERGY
,60902505,ING3,2013/2014,CERGY
,60902505,ING3,2013/2014,CERGY
,74858908,ING3,2013/2014,CERGY
,74858908,ING3,2013/2014,CERGY
,87694906,ING2,2013/2014,PAU
,87694906,ING2,2013/2014,PAU
,72817978,ING3,2013/2014,CERGY
,72817978,ING3,2013/2014,CERGY
,1888449,ING3,2013/2014,CERGY
,1888449,ING3,2013/2014,CERGY
,17986476,IERP,2013/2014,PAU
,17986476,ING3,2013/2014,PAU
,50438298,ING3,2013/2014,CERGY
,50438298,ING3,2013/2014,CERGY
,95952415,ING3,2013/2014,CERGY
,95952415,ING3,2013/2014,CERGY
,26714124,GL,2013/2014,CERGY
,26714124,ING3,2013/2014,CERGY
,85369633,CPI1,2013/2014,CERGY
,2138485,CPI1,2013/2014,CERGY
,3160239,CPI1,2013/2014,CERGY
,95349451,CPI1,2013/2014,CERGY
,17184929,CPI1,2013/2014,CERGY
,59780296,CPI1,2013/2014,CERGY
,38204697,CPI1,2013/2014,CERGY
,51960413,CPI1,2013/2014,CERGY
,38084265,CPI1,2013/2014,CERGY
,98707680,CPI1,2013/2014,CERGY
,79787959,CPI1,2013/2014,CERGY
,18307218,CPI1,2013/2014,CERGY
,73457545,MAAP,2013/2014,CERGY
,73457545,ING1,2013/2014,CERGY
,75356222,MAAP,2013/2014,CERGY
,75356222,ING1,2013/2014,CERGY
,14144481,MAIN,2013/2014,CERGY
,14144481,ING1,2013/2014,CERGY
,46079911,MAAP,2013/2014,CERGY
,46079911,ING1,2013/2014,CERGY
,65878320,CPI2,2013/2014,CERGY
,39587354,MAAP,2013/2014,CERGY
,39587354,ING1,2013/2014,CERGY
,69303606,MAAP,2013/2014,CERGY
,69303606,ING1,2013/2014,CERGY
,5861748,MAAP,2013/2014,CERGY
,5861748,ING1,2013/2014,CERGY
,96814356,ING2,2013/2014,CERGY
,96814356,ING1,2013/2014,CERGY
,96814356,ING2,2013/2014,CERGY
,23462748,ING2,2013/2014,CERGY
,23462748,PMI,2013/2014,CERGY
,23462748,ING2,2013/2014,CERGY
,23462748,ING2,2013/2014,CERGY
,70447079,ING2,2013/2014,PAU
,70447079,PMI,2013/2014,PAU
,70447079,ING2,2013/2014,PAU
,57715515,PMI,2013/2014,CERGY
,57715515,ING2,2013/2014,CERGY
,57715515,ING2,2013/2014,CERGY
,62404588,ING2,2013/2014,PAU
,62404588,PMI,2013/2014,PAU
,62404588,ING2,2013/2014,PAU
,72457309,ING2,2013/2014,CERGY
,72457309,ING1,2013/2014,CERGY
,72457309,ING2,2013/2014,CERGY
,30967353,CPI2,2013/2014,CERGY
,53221268,MAIN,2013/2014,CERGY
,53221268,ING1,2013/2014,CERGY
,5413694,ING2,2013/2014,CERGY
,5413694,ING1,2013/2014,CERGY
,5413694,ING2,2013/2014,CERGY
,12615727,MAIN,2013/2014,CERGY
,12615727,ING1,2013/2014,CERGY
,33796780,CPI2,2013/2014,PAU
,6835065,ING2,2013/2014,CERGY
,6835065,ING1,2013/2014,CERGY
,6835065,ING2,2013/2014,CERGY
,9965418,MAAP,2013/2014,CERGY
,9965418,ING1,2013/2014,CERGY
,35590218,ING2,2013/2014,CERGY
,35590218,ING1,2013/2014,CERGY
,35590218,ING2,2013/2014,CERGY
,36310723,MAIN,2013/2014,CERGY
,36310723,ING1,2013/2014,CERGY
,14091366,MAIN,2013/2014,CERGY
,14091366,ING1,2013/2014,CERGY
,64567459,ING2,2013/2014,CERGY
,64567459,ING1,2013/2014,CERGY
,64567459,ING2,2013/2014,CERGY
,27999452,MAIN,2013/2014,PAU
,27999452,ING1,2013/2014,PAU
,54744062,ING2,2013/2014,CERGY
,54744062,ING1,2013/2014,CERGY
,54744062,ING2,2013/2014,CERGY
,66882107,MAIN,2013/2014,CERGY
,66882107,ING1,2013/2014,CERGY
,13958187,ERPM,2013/2014,CERGY
,73041095,MAAP,2013/2014,CERGY
,73041095,ING1,2013/2014,CERGY
,93608398,MAIN,2013/2014,CERGY
